antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Clear', 'Severity_2', 'Medium_Visibility', 'High_Temp'})",frozenset({'Medium_Wind'}),0.21,0.518,0.112,0.5333333333333333,1.0296010296010296,1.0,0.0032200000000000006,1.0328571428571427,0.036392405063291146,0.18181818181818182,0.03181189488243425,0.3747747747747748
"frozenset({'Clear', 'High_Temp', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'Severity_2'})",0.156,0.616,0.112,0.717948717948718,1.1655011655011656,1.0,0.015904,1.3614545454545455,0.16824644549763035,0.16969696969696968,0.265491452991453,0.44988344988344986
"frozenset({'Clear', 'Severity_2', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'High_Temp'})",0.174,0.64,0.112,0.6436781609195403,1.0057471264367817,1.0,0.0006400000000000017,1.0103225806451614,0.0069180214458665,0.15954415954415954,0.010217113665389774,0.4093390804597702
"frozenset({'Severity_2', 'High_Temp', 'Medium_Wind'})","frozenset({'Clear', 'Medium_Visibility'})",0.218,0.606,0.112,0.5137614678899083,0.8477912011384625,1.0,-0.020108,0.810301886792453,-0.1867176763362181,0.15730337078651688,-0.23410794951799924,0.34928997486904656
"frozenset({'Clear', 'Severity_2', 'High_Temp'})","frozenset({'Medium_Visibility', 'Medium_Wind'})",0.21,0.518,0.112,0.5333333333333333,1.0296010296010296,1.0,0.0032200000000000006,1.0328571428571427,0.036392405063291146,0.18181818181818182,0.03181189488243425,0.3747747747747748
"frozenset({'Clear', 'High_Wind', 'Medium_Visibility', 'Medium_Temp'})",frozenset({'Severity_2'}),0.098,0.616,0.076,0.7755102040816326,1.2589451364961568,1.0,0.015631999999999993,1.7105454545454544,0.22803127552806618,0.11912225705329153,0.41539115646258495,0.449443413729128
"frozenset({'Clear', 'High_Wind', 'Medium_Temp', 'Severity_2'})",frozenset({'Medium_Visibility'}),0.076,1.0,0.076,1.0,1.0,1.0,0.0,inf,0.0,0.076,0.0,0.538
"frozenset({'Clear', 'High_Wind', 'Medium_Visibility', 'Severity_2'})",frozenset({'Medium_Temp'}),0.106,0.348,0.076,0.7169811320754716,2.060290609412275,1.0,0.039112,2.303733333333333,0.5756505357353114,0.20105820105820107,0.5659219817108461,0.4676859683365864
"frozenset({'Medium_Visibility', 'High_Wind', 'Medium_Temp', 'Severity_2'})",frozenset({'Clear'}),0.078,0.606,0.076,0.9743589743589743,1.607853093001608,1.0,0.028732,15.365999999999989,0.41003539216805573,0.125,0.934921254718209,0.5498857578065499
"frozenset({'Clear', 'High_Wind', 'Medium_Temp'})","frozenset({'Medium_Visibility', 'Severity_2'})",0.098,0.616,0.076,0.7755102040816326,1.2589451364961568,1.0,0.015631999999999993,1.7105454545454544,0.22803127552806618,0.11912225705329153,0.41539115646258495,0.449443413729128
"frozenset({'Clear', 'High_Wind', 'Medium_Visibility'})","frozenset({'Medium_Temp', 'Severity_2'})",0.132,0.228,0.076,0.5757575757575757,2.525252525252525,1.0,0.045904,1.8197142857142854,0.695852534562212,0.26760563380281693,0.45046318103312916,0.4545454545454545
"frozenset({'Clear', 'High_Wind', 'Severity_2'})","frozenset({'Medium_Visibility', 'Medium_Temp'})",0.106,0.348,0.076,0.7169811320754716,2.060290609412275,1.0,0.039112,2.303733333333333,0.5756505357353114,0.20105820105820107,0.5659219817108461,0.4676859683365864
"frozenset({'Medium_Visibility', 'High_Wind', 'Medium_Temp'})","frozenset({'Clear', 'Severity_2'})",0.106,0.404,0.076,0.7169811320754716,1.7747057724640387,1.0,0.033176,2.105866666666666,0.4882844695631696,0.17511520737327188,0.5251361276434088,0.45254997197832986
"frozenset({'High_Wind', 'Medium_Temp', 'Severity_2'})","frozenset({'Clear', 'Medium_Visibility'})",0.078,0.606,0.076,0.9743589743589743,1.607853093001608,1.0,0.028732,15.365999999999989,0.41003539216805573,0.125,0.934921254718209,0.5498857578065499
"frozenset({'Medium_Visibility', 'High_Wind', 'Severity_2'})","frozenset({'Clear', 'Medium_Temp'})",0.108,0.288,0.076,0.7037037037037037,2.4434156378600824,1.0,0.044896000000000005,2.403,0.6622610337502951,0.23750000000000002,0.5838535164377862,0.4837962962962963
"frozenset({'Clear', 'High_Wind'})","frozenset({'Medium_Visibility', 'Medium_Temp', 'Severity_2'})",0.132,0.228,0.076,0.5757575757575757,2.525252525252525,1.0,0.045904,1.8197142857142854,0.695852534562212,0.26760563380281693,0.45046318103312916,0.4545454545454545
"frozenset({'High_Wind', 'Medium_Temp'})","frozenset({'Clear', 'Severity_2', 'Medium_Visibility'})",0.106,0.404,0.076,0.7169811320754716,1.7747057724640387,1.0,0.033176,2.105866666666666,0.4882844695631696,0.17511520737327188,0.5251361276434088,0.45254997197832986
"frozenset({'Medium_Visibility', 'High_Wind'})","frozenset({'Clear', 'Medium_Temp', 'Severity_2'})",0.14,0.184,0.076,0.5428571428571428,2.950310559006211,1.0,0.05023999999999999,1.785,0.7686658506731945,0.3064516129032258,0.4397759103641456,0.47795031055900616
"frozenset({'High_Wind', 'Severity_2'})","frozenset({'Clear', 'Medium_Temp', 'Medium_Visibility'})",0.108,0.288,0.076,0.7037037037037037,2.4434156378600824,1.0,0.044896000000000005,2.403,0.6622610337502951,0.23750000000000002,0.5838535164377862,0.4837962962962963
frozenset({'High_Wind'}),"frozenset({'Clear', 'Medium_Temp', 'Medium_Visibility', 'Severity_2'})",0.14,0.184,0.076,0.5428571428571428,2.950310559006211,1.0,0.05023999999999999,1.785,0.7686658506731945,0.3064516129032258,0.4397759103641456,0.47795031055900616
"frozenset({'Clear', 'Medium_Temp', 'Medium_Visibility', 'Severity_3'})",frozenset({'Low_Wind'}),0.102,0.342,0.052,0.5098039215686274,1.490654741428735,1.0,0.017116,1.3423199999999997,0.3665410313517217,0.13265306122448978,0.2550211573991298,0.3309253525971792
"frozenset({'Clear', 'Medium_Temp', 'Low_Wind', 'Severity_3'})",frozenset({'Medium_Visibility'}),0.052,1.0,0.052,1.0,1.0,1.0,0.0,inf,0.0,0.052,0.0,0.526
"frozenset({'Clear', 'Medium_Temp', 'Medium_Visibility', 'Low_Wind'})",frozenset({'Severity_3'}),0.1,0.382,0.052,0.5199999999999999,1.3612565445026175,1.0,0.013799999999999993,1.2874999999999996,0.2948717948717947,0.12093023255813953,0.22330097087378625,0.32806282722513086
"frozenset({'Clear', 'Medium_Visibility', 'Severity_3', 'Low_Wind'})",frozenset({'Medium_Temp'}),0.102,0.348,0.052,0.5098039215686274,1.4649537976109985,1.0,0.016504000000000005,1.33008,0.3534349837245161,0.1306532663316583,0.24816552387826293,0.32961460446247465
"frozenset({'Medium_Visibility', 'Medium_Temp', 'Low_Wind', 'Severity_3'})",frozenset({'Clear'}),0.054,0.606,0.052,0.9629629629629629,1.5890477936682557,1.0,0.019276,10.637999999999986,0.39185233371279893,0.08552631578947369,0.9059973679263018,0.5243857719105244
"frozenset({'Clear', 'Medium_Temp', 'Severity_3'})","frozenset({'Medium_Visibility', 'Low_Wind'})",0.102,0.342,0.052,0.5098039215686274,1.490654741428735,1.0,0.017116,1.3423199999999997,0.3665410313517217,0.13265306122448978,0.2550211573991298,0.3309253525971792
"frozenset({'Clear', 'Medium_Temp', 'Low_Wind'})","frozenset({'Medium_Visibility', 'Severity_3'})",0.1,0.382,0.052,0.5199999999999999,1.3612565445026175,1.0,0.013799999999999993,1.2874999999999996,0.2948717948717947,0.12093023255813953,0.22330097087378625,0.32806282722513086
"frozenset({'Clear', 'Low_Wind', 'Severity_3'})","frozenset({'Medium_Visibility', 'Medium_Temp'})",0.102,0.348,0.052,0.5098039215686274,1.4649537976109985,1.0,0.016504000000000005,1.33008,0.3534349837245161,0.1306532663316583,0.24816552387826293,0.32961460446247465
"frozenset({'Medium_Temp', 'Low_Wind', 'Severity_3'})","frozenset({'Clear', 'Medium_Visibility'})",0.054,0.606,0.052,0.9629629629629629,1.5890477936682557,1.0,0.019276,10.637999999999986,0.39185233371279893,0.08552631578947369,0.9059973679263018,0.5243857719105244
"frozenset({'Clear', 'Medium_Temp', 'Medium_Visibility', 'Medium_Wind'})",frozenset({'Severity_2'}),0.09,0.616,0.062,0.6888888888888889,1.1183261183261184,1.0,0.006560000000000003,1.2342857142857142,0.11627082594824535,0.09627329192546585,0.18981481481481483,0.39476911976911977
"frozenset({'Clear', 'Medium_Temp', 'Severity_2', 'Medium_Wind'})",frozenset({'Medium_Visibility'}),0.062,1.0,0.062,1.0,1.0,1.0,0.0,inf,0.0,0.062,0.0,0.531
"frozenset({'Medium_Visibility', 'Medium_Temp', 'Severity_2', 'Medium_Wind'})",frozenset({'Clear'}),0.082,0.606,0.062,0.7560975609756098,1.2476857441841747,1.0,0.012308,1.6154000000000002,0.2162485065710872,0.0990415335463259,0.38095827658784204,0.42920389599935604
"frozenset({'Clear', 'Medium_Temp', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'Severity_2'})",0.09,0.616,0.062,0.6888888888888889,1.1183261183261184,1.0,0.006560000000000003,1.2342857142857142,0.11627082594824535,0.09627329192546585,0.18981481481481483,0.39476911976911977
"frozenset({'Medium_Visibility', 'Medium_Temp', 'Medium_Wind'})","frozenset({'Clear', 'Severity_2'})",0.118,0.404,0.062,0.5254237288135594,1.3005537841919785,1.0,0.014328,1.255857142857143,0.26201448321263987,0.13478260869565217,0.2037310886133546,0.33944453767410643
"frozenset({'Medium_Temp', 'Severity_2', 'Medium_Wind'})","frozenset({'Clear', 'Medium_Visibility'})",0.082,0.606,0.062,0.7560975609756098,1.2476857441841747,1.0,0.012308,1.6154000000000002,0.2162485065710872,0.0990415335463259,0.38095827658784204,0.42920389599935604
"frozenset({'Medium_Temp', 'Medium_Wind'})","frozenset({'Clear', 'Severity_2', 'Medium_Visibility'})",0.118,0.404,0.062,0.5254237288135594,1.3005537841919785,1.0,0.014328,1.255857142857143,0.26201448321263987,0.13478260869565217,0.2037310886133546,0.33944453767410643
"frozenset({'Medium_Visibility', 'Clouds', 'High_Temp', 'Low_Wind'})",frozenset({'Severity_2'}),0.088,0.616,0.06,0.6818181818181819,1.1068476977567887,1.0,0.0057919999999999985,1.206857142857143,0.10584795321637425,0.09316770186335405,0.17140151515151533,0.38961038961038963
"frozenset({'Severity_2', 'Clouds', 'High_Temp', 'Low_Wind'})",frozenset({'Medium_Visibility'}),0.06,1.0,0.06,1.0,1.0,1.0,0.0,inf,0.0,0.06,0.0,0.53
"frozenset({'Medium_Visibility', 'Severity_2', 'Clouds', 'Low_Wind'})",frozenset({'High_Temp'}),0.084,0.64,0.06,0.7142857142857142,1.1160714285714284,1.0,0.0062399999999999956,1.2599999999999996,0.11353711790393005,0.09036144578313254,0.20634920634920606,0.4040178571428571
"frozenset({'Clouds', 'High_Temp', 'Low_Wind'})","frozenset({'Medium_Visibility', 'Severity_2'})",0.088,0.616,0.06,0.6818181818181819,1.1068476977567887,1.0,0.0057919999999999985,1.206857142857143,0.10584795321637425,0.09316770186335405,0.17140151515151533,0.38961038961038963
"frozenset({'Medium_Visibility', 'Clouds', 'Low_Wind'})","frozenset({'Severity_2', 'High_Temp'})",0.114,0.376,0.06,0.5263157894736842,1.3997760358342664,1.0,0.017136,1.3173333333333332,0.32234762979683973,0.13953488372093023,0.24089068825910925,0.34294512877939526
"frozenset({'Severity_2', 'Clouds', 'Low_Wind'})","frozenset({'Medium_Visibility', 'High_Temp'})",0.084,0.64,0.06,0.7142857142857142,1.1160714285714284,1.0,0.0062399999999999956,1.2599999999999996,0.11353711790393005,0.09036144578313254,0.20634920634920606,0.4040178571428571
"frozenset({'Clouds', 'Low_Wind'})","frozenset({'Medium_Visibility', 'Severity_2', 'High_Temp'})",0.114,0.376,0.06,0.5263157894736842,1.3997760358342664,1.0,0.017136,1.3173333333333332,0.32234762979683973,0.13953488372093023,0.24089068825910925,0.34294512877939526
"frozenset({'Severity_2', 'Clouds', 'High_Temp', 'Medium_Wind'})",frozenset({'Medium_Visibility'}),0.09,1.0,0.09,1.0,1.0,1.0,0.0,inf,0.0,0.09,0.0,0.545
"frozenset({'Medium_Visibility', 'Severity_2', 'Clouds', 'Medium_Wind'})",frozenset({'High_Temp'}),0.11,0.64,0.09,0.8181818181818181,1.2784090909090908,1.0,0.019599999999999992,1.9799999999999993,0.24469413233458168,0.13636363636363635,0.49494949494949475,0.47940340909090906
"frozenset({'Medium_Visibility', 'Severity_2', 'Clouds', 'High_Temp'})",frozenset({'Medium_Wind'}),0.15,0.518,0.09,0.6,1.1583011583011582,1.0,0.012299999999999991,1.2049999999999998,0.1607843137254901,0.1557093425605536,0.17012448132780075,0.38687258687258685
"frozenset({'Severity_2', 'Clouds', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'High_Temp'})",0.11,0.64,0.09,0.8181818181818181,1.2784090909090908,1.0,0.019599999999999992,1.9799999999999993,0.24469413233458168,0.13636363636363635,0.49494949494949475,0.47940340909090906
"frozenset({'Severity_2', 'Clouds', 'High_Temp'})","frozenset({'Medium_Visibility', 'Medium_Wind'})",0.15,0.518,0.09,0.6,1.1583011583011582,1.0,0.012299999999999991,1.2049999999999998,0.1607843137254901,0.1557093425605536,0.17012448132780075,0.38687258687258685
"frozenset({'Clouds', 'High_Temp', 'Severity_3', 'Medium_Wind'})",frozenset({'Medium_Visibility'}),0.126,1.0,0.126,1.0,1.0,1.0,0.0,inf,0.0,0.12600000000000003,0.0,0.563
"frozenset({'Medium_Visibility', 'Clouds', 'High_Temp', 'Medium_Wind'})",frozenset({'Severity_3'}),0.216,0.382,0.126,0.5833333333333334,1.5270506108202444,1.0,0.043488,1.4832,0.4402332361516034,0.2669491525423729,0.32578209277238407,0.4565881326352531
"frozenset({'Medium_Visibility', 'Clouds', 'Severity_3', 'Medium_Wind'})",frozenset({'High_Temp'}),0.134,0.64,0.126,0.9402985074626865,1.4692164179104477,1.0,0.04024,6.029999999999993,0.368781846841893,0.19444444444444445,0.8341625207296848,0.5685867537313433
"frozenset({'Medium_Visibility', 'Clouds', 'High_Temp', 'Severity_3'})",frozenset({'Medium_Wind'}),0.154,0.518,0.126,0.8181818181818182,1.5795015795015797,1.0,0.046228000000000005,2.6510000000000007,0.4336748095613345,0.23076923076923075,0.6227838551490005,0.5307125307125308
"frozenset({'Medium_Visibility', 'High_Temp', 'Severity_3', 'Medium_Wind'})",frozenset({'Clouds'}),0.182,0.366,0.126,0.6923076923076923,1.8915510718789408,1.0,0.05938800000000001,2.0604999999999998,0.5762021189894051,0.2985781990521327,0.514680902693521,0.5182849936948297
"frozenset({'Clouds', 'High_Temp', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'Severity_3'})",0.216,0.382,0.126,0.5833333333333334,1.5270506108202444,1.0,0.043488,1.4832,0.4402332361516034,0.2669491525423729,0.32578209277238407,0.4565881326352531
"frozenset({'Clouds', 'Severity_3', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'High_Temp'})",0.134,0.64,0.126,0.9402985074626865,1.4692164179104477,1.0,0.04024,6.029999999999993,0.368781846841893,0.19444444444444445,0.8341625207296848,0.5685867537313433
"frozenset({'Medium_Visibility', 'Clouds', 'Medium_Wind'})","frozenset({'High_Temp', 'Severity_3'})",0.244,0.264,0.126,0.5163934426229508,1.9560357675111772,1.0,0.061584,1.5218983050847459,0.6465104560342655,0.3298429319371728,0.3429258731290093,0.49683308494783907
"frozenset({'Clouds', 'High_Temp', 'Severity_3'})","frozenset({'Medium_Visibility', 'Medium_Wind'})",0.154,0.518,0.126,0.8181818181818182,1.5795015795015797,1.0,0.046228000000000005,2.6510000000000007,0.4336748095613345,0.23076923076923075,0.6227838551490005,0.5307125307125308
"frozenset({'Medium_Visibility', 'Clouds', 'Severity_3'})","frozenset({'High_Temp', 'Medium_Wind'})",0.17,0.4,0.126,0.7411764705882352,1.8529411764705879,1.0,0.057999999999999996,2.3181818181818175,0.5545993497800726,0.28378378378378377,0.568627450980392,0.5280882352941176
"frozenset({'High_Temp', 'Severity_3', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'Clouds'})",0.182,0.366,0.126,0.6923076923076923,1.8915510718789408,1.0,0.05938800000000001,2.0604999999999998,0.5762021189894051,0.2985781990521327,0.514680902693521,0.5182849936948297
"frozenset({'Medium_Visibility', 'Severity_3', 'Medium_Wind'})","frozenset({'Clouds', 'High_Temp'})",0.218,0.304,0.126,0.5779816513761468,1.9012554321583777,1.0,0.059728,1.6492173913043475,0.6061787033654041,0.3181818181818182,0.3936517979542339,0.49622766779333655
"frozenset({'Clouds', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'High_Temp', 'Severity_3'})",0.244,0.264,0.126,0.5163934426229508,1.9560357675111772,1.0,0.061584,1.5218983050847459,0.6465104560342655,0.3298429319371728,0.3429258731290093,0.49683308494783907
"frozenset({'Clouds', 'Severity_3'})","frozenset({'Medium_Visibility', 'High_Temp', 'Medium_Wind'})",0.17,0.4,0.126,0.7411764705882352,1.8529411764705879,1.0,0.057999999999999996,2.3181818181818175,0.5545993497800726,0.28378378378378377,0.568627450980392,0.5280882352941176
"frozenset({'Severity_3', 'Medium_Wind'})","frozenset({'Medium_Visibility', 'Clouds', 'High_Temp'})",0.218,0.304,0.126,0.5779816513761468,1.9012554321583777,1.0,0.059728,1.6492173913043475,0.6061787033654041,0.3181818181818182,0.3936517979542339,0.49622766779333655
