lat,lon,weather_main,weather_desc,temp_f,humidity,visibility,wind_speed,rain_1h
33.677608,-117.75827,Clouds,overcast clouds,65.55,53,10000,3.44,0
34.472118,-118.315948,Clouds,overcast clouds,59.5,30,10000,9.95,0
37.969894,-121.922874,Clear,clear sky,56.62,72,10000,5.01,0
38.67136,-121.591324,Clouds,few clouds,57.96,77,10000,12.66,0
34.492123,-118.283791,Clouds,overcast clouds,56.35,41,10000,9.22,0
37.7509,-121.142044,Clear,clear sky,58.59,86,10000,9.22,0
38.130322,-121.352623,Clear,clear sky,58.53,75,10000,1.99,0
38.592033,-121.552322,Clear,clear sky,57.9,77,10000,12.66,0
33.846661,-118.211708,Clouds,broken clouds,64.47,49,10000,8.05,0
37.351471,-121.914337,Clouds,scattered clouds,60.55,69,10000,9.22,0
38.712559,-120.710953,Clear,clear sky,53.01,78,10000,0,0
38.603432,-121.401489,Clear,clear sky,58.44,76,10000,12.66,0
33.824421,-118.206902,Clouds,broken clouds,64.56,51,10000,8.05,0
38.647301,-121.475296,Clear,clear sky,58.03,77,10000,12.66,0
38.3638,-121.965302,Clear,clear sky,59.59,73,10000,6.91,0
37.869522,-122.304764,Clouds,scattered clouds,60.03,73,10000,8.05,0
37.398247,-122.024101,Clear,clear sky,60.37,72,10000,9.22,0
37.833107,-122.294632,Clouds,scattered clouds,60.13,73,10000,8.05,0
38.642941,-121.225372,Clear,clear sky,57.9,78,10000,9.22,0
37.711189,-121.084846,Clear,clear sky,58.48,84,10000,16.11,0
37.361137,-122.120232,Clear,clear sky,59.11,73,10000,8.05,0
34.155422,-118.2939,Clouds,broken clouds,65.52,38,10000,1.01,0
38.448486,-122.413277,Clouds,few clouds,60.3,73,10000,0.98,0
33.809055,-118.287476,Smoke,smoke,63.88,51,10000,8.05,0
38.25127,-121.292007,Clouds,few clouds,57.97,81,10000,9.13,0
37.563076,-122.274139,Clear,clear sky,59.5,74,10000,8.05,0
37.342602,-121.926056,Clouds,scattered clouds,60.33,70,10000,9.22,0
37.334507,-122.027931,Clear,clear sky,59.7,71,10000,9.22,0
38.633858,-121.221954,Clear,clear sky,58.59,77,10000,10.36,0
37.252846,-121.840874,Clouds,scattered clouds,59.95,69,10000,9.22,0
37.824455,-122.313889,Clouds,scattered clouds,59.97,73,10000,8.05,0
37.755165,-122.003433,Clear,clear sky,56.68,71,10000,8.05,0
37.339455,-121.852043,Clouds,scattered clouds,60.78,68,10000,9.22,0
34.299431,-116.871635,Clear,clear sky,39.99,30,10000,4.61,0
37.421124,-122.092476,Clear,clear sky,60.12,73,10000,8.05,0
37.363369,-121.96685,Clouds,scattered clouds,60.33,71,10000,9.22,0
37.842594,-122.2976,Clouds,scattered clouds,60.3,73,10000,8.05,0
37.830688,-121.288612,Clear,clear sky,57.65,85,10000,9.22,0
37.826355,-122.288979,Clouds,scattered clouds,60.13,73,10000,8.05,0
38.021812,-121.96077,Clear,clear sky,57.9,72,10000,5.01,0
36.860226,-121.653191,Clouds,overcast clouds,60.69,67,10000,2.26,0
34.082829,-118.220413,Clouds,broken clouds,65.05,40,10000,2.17,0
37.317303,-121.940147,Clouds,scattered clouds,60.19,69,10000,9.22,0
36.860882,-121.622269,Clear,clear sky,59.99,67,10000,12.66,0
38.630939,-121.400764,Clear,clear sky,58.41,76,10000,12.66,0
33.809029,-117.108955,Clear,clear sky,63.27,30,10000,8.05,0
38.657719,-121.363426,Clear,clear sky,58.03,77,10000,10.36,0
38.647369,-121.066505,Clouds,overcast clouds,56.17,80,10000,4,0
38.376377,-121.36219,Clear,clear sky,57.92,79,10000,12.66,0
37.70089,-121.922325,Clear,clear sky,58.37,71,10000,4.61,0
38.671513,-121.89502,Clear,clear sky,57.38,76,10000,9.22,0
34.159176,-118.158531,Clouds,overcast clouds,64.4,36,10000,3.04,0
38.637272,-121.406364,Clear,clear sky,58.1,77,10000,12.66,0
38.696445,-121.765205,Clouds,few clouds,57.22,77,10000,9.22,0
38.748516,-120.617409,Clear,clear sky,48.67,77,10000,1.99,0
37.719742,-121.658539,Clear,clear sky,54.86,78,10000,4.61,0
34.066128,-117.254227,Clear,clear sky,66.63,28,10000,0,0
38.663536,-121.315125,Clear,clear sky,58.06,78,10000,9.22,0
37.311989,-122.276268,Clouds,overcast clouds,57.92,77,10000,1.01,0
38.212002,-122.549248,Clear,clear sky,60.71,70,10000,9.22,0
36.979454,-121.909035,Clouds,overcast clouds,62.38,71,10000,5.01,0
38.861137,-121.953758,Clouds,broken clouds,58.03,80,10000,8.1,0
37.984699,-121.343681,Clear,clear sky,58.08,78,10000,9.22,0
37.884373,-122.17971,Clear,clear sky,58.01,72,10000,8.05,0
37.761871,-120.817337,Clear,clear sky,57.24,82,10000,16.11,0
38.555428,-121.354332,Clear,clear sky,58.3,77,10000,12.66,0
37.825237,-122.305832,Clouds,scattered clouds,59.94,73,10000,8.05,0
38.493378,-121.442993,Clear,clear sky,58.05,78,10000,12.66,0
37.421124,-122.092476,Clear,clear sky,60.12,73,10000,8.05,0
38.191338,-120.829025,Clear,clear sky,57.45,67,10000,14.97,0
38.841068,-120.886139,Clear,clear sky,52.18,81,10000,0,0
34.023796,-118.247429,Smoke,smoke,64.29,46,10000,6.91,0
37.653477,-121.89827,Clear,clear sky,58.68,72,10000,4.61,0
37.824001,-122.316925,Clouds,scattered clouds,59.92,74,10000,8.05,0
37.879536,-122.522652,Clouds,few clouds,58.89,79,10000,5.59,0
39.314392,-121.65995,Clear,clear sky,57.85,72,10000,6.91,0
36.552803,-121.910645,Clear,clear sky,58.82,83,10000,4,0
38.236176,-122.461472,Clear,clear sky,59.72,73,10000,6.91,0
34.36216,-117.433266,Clouds,overcast clouds,50.14,28,10000,8.37,0
38.247974,-122.923836,Clear,clear sky,56.34,80,10000,5.01,0
37.700802,-121.92276,Clear,clear sky,58.37,71,10000,4.61,0
38.568821,-121.330826,Clear,clear sky,58.62,76,10000,12.66,0
38.090702,-122.227066,Clear,clear sky,59.45,72,10000,6.91,0
37.365776,-121.772903,Clouds,scattered clouds,56.57,69,10000,9.22,0
37.607307,-120.974861,Clear,clear sky,58.64,82,10000,16.11,0
37.021408,-121.569237,Clear,clear sky,60.01,69,10000,11.5,0
37.114731,-121.974701,Clouds,overcast clouds,55.29,73,10000,4,0
37.661167,-121.906128,Clear,clear sky,58.69,72,10000,4.61,0
38.539101,-121.366776,Clear,clear sky,58.21,78,10000,12.66,0
37.708546,-122.163666,Clouds,scattered clouds,59.76,73,10000,8.05,0
38.616486,-121.539436,Clouds,few clouds,57.92,77,10000,12.66,0
37.549904,-122.025429,Clear,clear sky,60.4,72,10000,8.05,0
38.203575,-121.244415,Clear,clear sky,57.9,80,10000,8.61,0
37.74287,-121.561752,Clear,clear sky,56.77,82,10000,4.61,0
37.342602,-121.926056,Clouds,scattered clouds,60.33,70,10000,9.22,0
38.684849,-120.652176,Clear,clear sky,52.59,78,10000,0,0
34.136311,-117.531662,Clouds,broken clouds,65.03,29,10000,3.44,0
38.564735,-121.497742,Clear,clear sky,58.26,76,10000,12.66,0
37.42049,-122.091606,Clear,clear sky,60.12,73,10000,8.05,0
38.687206,-122.839539,Clear,clear sky,58.08,72,10000,4.61,0
33.490067,-117.143921,Clear,clear sky,63.82,41,10000,3,0
37.640083,-122.090614,Clouds,scattered clouds,59.9,71,10000,8.05,0
37.641872,-122.405899,Clouds,scattered clouds,59.02,76,10000,8.05,0
37.074219,-122.080322,Clouds,overcast clouds,58.75,77,10000,3,0
36.403473,-121.316559,Clouds,overcast clouds,61.66,65,10000,8.55,0
37.667934,-122.394661,Clouds,scattered clouds,59.38,76,10000,9.22,0
38.588539,-121.383041,Clear,clear sky,58.21,78,10000,12.66,0
36.62112,-121.644089,Clear,clear sky,59.95,72,10000,0,0
33.685047,-117.176315,Clear,clear sky,64.35,30,10000,4,0
37.957008,-122.278725,Clear,clear sky,59.23,71,10000,1.99,0
37.022377,-121.566429,Clear,clear sky,60.01,69,10000,11.5,0
34.136135,-117.367859,Clear,clear sky,66.11,25,10000,10,0
38.510441,-121.452805,Clear,clear sky,58.03,78,10000,12.66,0
37.767666,-122.395859,Clouds,scattered clouds,59.77,75,10000,8.05,0
34.153896,-118.275482,Clouds,broken clouds,66.07,37,10000,1.01,0
37.449371,-122.123108,Clear,clear sky,59.99,73,10000,8.05,0
